0.59375,0.8,0.07087621251167417
0.79,0.8,0.02
0.8025,0.85,0.01089724735885167
0.8087500000000001,0.85,0.018998355191963304
0.85,0.85,0.0
0.85,0.85,0.0
0.85125,0.9,0.007806247497998005
0.85125,0.9,0.007806247497998005
0.85,0.85,0.0
0.85,0.85,0.0
0.85125,0.9,0.007806247497998005
0.9,0.9,0.0
0.9,0.9,0.0
0.9,0.9,0.0
0.9012499999999999,0.95,0.007806247497997988
0.9012499999999999,0.95,0.007806247497997988
0.9025000000000001,0.95,0.01089724735885167
0.95,0.95,0.0
0.95,0.95,0.0
0.95,0.95,0.0
0.95,0.95,0.0
0.95,0.95,0.0
0.9512499999999999,1.0,0.007806247497998005
